delta_t,x,y,delta_x,delta_y,speed_x,speed_y
35,-337.73666,-347.21548,7.239258,0.37573242,0.20683594,0.010735212
32,-343.6892,-361.91595,-5.952545,-14.70047,-0.18601704,-0.4593897
33,-342.35718,-371.71915,1.3320312,-9.803192,0.040364582,-0.29706642
35,-350.0038,-367.36996,-7.646637,4.349182,-0.21847534,0.12426235
32,-370.2526,-430.8452,-20.24878,-63.47525,-0.63277435,-1.9836016
32,-348.73904,-402.78497,21.51355,28.060242,0.67229843,0.87688255
36,-364.86942,-422.04388,-16.130371,-19.258911,-0.44806588,-0.53496975
33,-360.82837,-393.81982,4.041046,28.22406,0.12245595,0.85527456
37,-358.93506,-346.07632,1.8933105,47.7435,0.051170554,1.2903649
63,-495.07004,-484.1372,-136.13498,-138.06088,-2.1608727,-2.1914425
37,-497.7174,-492.4129,-2.6473694,-8.275696,-0.071550526,-0.22366746
30,-522.2621,-496.1427,-24.544678,-3.7297974,-0.81815594,-0.12432658
33,-683.89484,-395.1684,-161.63275,100.974304,-4.897962,3.0598273
37,-709.02686,-379.98114,-25.132019,15.187256,-0.67924374,0.41046637
30,-435.0058,-466.07288,274.02106,-86.091736,9.134035,-2.8697245
32,-515.3475,-503.38013,-80.341675,-37.30725,-2.5106773,-1.1658516
32,-553.3285,-407.5564,-37.981018,95.82373,-1.1869068,2.9944916
36,-601.428,-428.24225,-48.099487,-20.685852,-1.3360969,-0.574607
34,-574.7688,-481.1291,26.65918,-52.88684,0.7840935,-1.5554953
31,-676.02893,-619.00885,-101.26013,-137.87976,-3.266456,-4.4477344
35,-694.7702,-621.5626,-18.741272,-2.553772,-0.53546494,-0.072964914
32,-698.3892,-566.2711,-3.6190186,55.291504,-0.11309433,1.7278595
32,-844.7197,-723.2325,-146.3305,-156.96136,-4.5728283,-4.9050426
36,-772.8705,-782.9258,71.84924,-59.6933,1.9958123,-1.6581472
33,-776.0696,-751.7094,-3.1990967,31.21637,-0.09694232,0.94595057
31,-795.2096,-755.8851,-19.140015,-4.175659,-0.61741984,-0.13469869
36,-832.2337,-751.67566,-37.02411,4.2094116,-1.0284475,0.1169281
32,-753.19586,-635.688,79.03784,115.98767,2.4699326,3.6246147
32,-831.30176,-645.5759,-78.105896,-9.887939,-2.4408092,-0.3089981
36,-878.1564,-732.2119,-46.854614,-86.63599,-1.301517,-2.4065552
32,-935.0044,-705.78766,-56.848022,26.424255,-1.7765007,0.825758
32,-982.20325,-695.21326,-47.198853,10.574402,-1.4749641,0.33045006
36,-1053.1278,-657.8548,-70.92456,37.35846,-1.9701266,1.037735
32,-1139.469,-678.87787,-86.34119,-21.023071,-2.698162,-0.656971
33,-1266.2834,-739.86005,-126.81445,-60.982178,-3.8428621,-1.8479447
34,-1434.0481,-783.809,-167.76465,-43.948975,-4.934254,-1.2926168
33,-1482.088,-814.6781,-48.039917,-30.86908,-1.4557551,-0.93542665
32,-1572.2784,-911.8469,-90.19043,-97.16882,-2.818451,-3.0365257
35,-1596.0522,-956.20386,-23.773804,-44.356934,-0.67925155,-1.267341
33,-1571.9747,-982.1156,24.077515,-25.911743,0.72962165,-0.78520435
32,-1422.866,-1016.916,149.10876,-34.800415,4.659649,-1.087513
38,-1490.9263,-1056.6167,-68.0603,-39.700684,-1.7910606,-1.0447549
30,-1582.7095,-1063.9945,-91.7832,-7.3778076,-3.0594401,-0.24592692
32,-1600.7635,-1063.731,-18.054077,0.2635498,-0.5641899,0.008235931
38,-1634.7799,-1031.7191,-34.016357,32.01184,-0.8951673,0.8424169
